"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miR_name","expression","significant"
"hsa-miR-3935",6.54394119214637,-0.375580078820814,1.68330422053423,-0.223120737320802,0.823441539098381,0.995349032638086,"hsa-miR-3935","NS","grey80"
"hsa-miR-3938",28.787053124545,0.401114802187581,0.64475941102068,0.622115467151693,0.533865945226795,0.995349032638086,"hsa-miR-3938","NS","grey80"
"hsa-miR-3939",11.6816071069901,0.287242000594494,0.876865471070161,0.327578186245528,0.743230617510389,0.995349032638086,"hsa-miR-3939","NS","grey80"
"hsa-miR-3940-3p",82.7849729613035,-0.263484485670864,0.279090772266028,-0.944081681854072,0.345127909358665,0.995349032638086,"hsa-miR-3940-3p","NS","grey80"
"hsa-miR-3942-5p",12.2271784339351,0.751408082470631,0.921506094610266,0.815413036186619,0.414835924802018,0.995349032638086,"hsa-miR-3942-5p","NS","grey80"
"hsa-miR-409-5p",744.383379449661,-0.0828116357573491,0.135303800550934,-0.612042199998478,0.540509837545049,0.995349032638086,"hsa-miR-409-5p","NS","grey80"
"hsa-miR-409-3p",3746.59928211953,-0.0311233401826716,0.0763924644661416,-0.407413746894707,0.683704132061219,0.995349032638086,"hsa-miR-409-3p","NS","grey80"
"hsa-miR-412-5p",249.571947133637,0.207399746963538,0.22496892598802,0.921903974305246,0.356578665930946,0.995349032638086,"hsa-miR-412-5p","NS","grey80"
"hsa-miR-412-3p",13.6698860546266,-0.488823692340319,0.916422259162834,-0.533404429511421,0.593753651922197,0.995349032638086,"hsa-miR-412-3p","NS","grey80"
"hsa-miR-423-5p",12427.2295628538,0.0467058271092114,0.095329635196327,0.489940268973262,0.624176166605628,0.995349032638086,"hsa-miR-423-5p","NS","grey80"
"hsa-miR-424-5p",409.425620091019,-0.0512186973269153,0.191504202610021,-0.267454690961624,0.789119095199882,0.995349032638086,"hsa-miR-424-5p","NS","grey80"
"hsa-miR-425-5p",48767.1184444536,-0.0331428234450805,0.0687024348382729,-0.482411191438841,0.629513872496881,0.995349032638086,"hsa-miR-425-5p","NS","grey80"
"hsa-miR-425-3p",1568.10288831381,-0.0392202917076164,0.0965797060421307,-0.406092473407482,0.684674655791473,0.995349032638086,"hsa-miR-425-3p","NS","grey80"
"hsa-miR-4254",8.48227105519186,-0.279826846078608,1.28210935119128,-0.218255054312337,0.827230391714066,0.995349032638086,"hsa-miR-4254","NS","grey80"
"hsa-miR-429",18.3737364960766,-0.828418910837503,0.725715730348218,-1.14151984888078,0.253653656872894,0.995349032638086,"hsa-miR-429","NS","grey80"
"hsa-miR-4421",172.445561821333,-0.310665425147268,0.273563194593725,-1.13562581256095,0.256113201144535,0.995349032638086,"hsa-miR-4421","NS","grey80"
"hsa-miR-4422",6.98850994435822,-1.14230098227192,1.72673829444193,-0.661536832737646,0.508268101735875,0.995349032638086,"hsa-miR-4422","|log2FC| > 1","darkgreen"
